ID,Target
ID_02CPP97D,0.3181650873623434
ID_0GL1X22N,0.25999331509287765
ID_0JENWKSH,0.22603288488760084
ID_0MPKUK5V,0.1804466104530508
ID_0SH15OGX,0.2290659899837276
ID_0U2EBFMC,0.1880019159562467
ID_0U64NIOB,0.38278596509438284
ID_0XZQ2YIK,0.21710525411318854
ID_0Z1X6LLC,0.27513549372322343
ID_11A9RZUC,0.23380491782299412
ID_1BBLTZG9,0.17883354212531272
ID_1BZJP8ER,0.20735470626614996
ID_1IV5T0NI,0.2305889190595999
ID_1L5ZW9DU,0.3702474726356201
ID_1T8N7DCB,0.2476248944450666
ID_2207QR5S,0.3059732111333875
ID_24L58RQG,0.19008181289029702
ID_2A3FRCSN,0.3273431654654382
ID_2KMWG1MD,0.20258920960322815
ID_2U65ZCWS,0.21770385293266314
ID_2WXTGCTX,0.3264484300624083
ID_2YZ58WDB,0.26679611474384146
ID_38SJAK33,0.21147545278442198
ID_391UMNI9,0.22465599172543307
ID_39ONWHNK,0.30270035443014176
ID_3D9UATFZ,0.22020668437563967
ID_3GUPBJX0,0.20528548620021275
ID_3L23ACVZ,0.2891897808606215
ID_3S8HN0EU,0.22233830925375359
ID_3WWSTO0W,0.28370250882938797
ID_42MS862Z,0.2346909193805867
ID_46DNRXI8,0.4277925667710245
ID_498XZX0A,0.3725803164791443
ID_4DUAIWHH,0.2153656839912368
ID_4PHQRXEX,0.24964549440599187
ID_4T5K3PC1,0.17736242685238912
ID_4U1NKO93,0.20828412044112493
ID_540T9968,0.23281794662253982
ID_582I0KLI,0.35075445137991434
ID_59U72YR2,0.3377223808067052
ID_5C5Y5U2T,0.2519453161893708
ID_5EY0HQRP,0.39913924138897283
ID_5HAUOT3R,0.45721737764424936
ID_5IBCOET5,0.21966009063150344
ID_5PQA6PEQ,0.21247538439412428
ID_5Q9Y0D0V,0.20332744025408997
ID_5Z6QF3ZG,0.3153820695583339
ID_607QFLCL,0.30568379712765653
ID_6BR6QXZ7,0.26904240510800037
ID_6CR295F0,0.3128227848229678
ID_6DBGZ4TL,0.20854771763781482
ID_6H6VCCZQ,0.22349287107511132
ID_6TVIH9G4,0.21045928066702904
ID_6WOJLUNI,0.3044747767939854
ID_71EDM5E7,0.3099137466545111
ID_77VPMZBM,0.20849629378988288
ID_7BUPJLWR,0.3451725290458462
ID_7CZWVFZ8,0.2832685163027314
ID_7PPH2PTP,0.26566118613566364
ID_7VUC6BL2,0.2698023191510933
ID_7VZ91PTY,0.33996578023586577
ID_84WWXMUX,0.354534910817991
ID_88J9ZIKJ,0.27862542282271213
ID_8C8OOPFI,0.2191783254908506
ID_8G2J41DZ,0.3561990383192519
ID_8HKUFYGX,0.17565871716309833
ID_8LCHCSPD,0.3128843888876743
ID_8OZKHGGN,0.257526717512646
ID_8TN2AT61,0.2123063369177504
ID_8VGAT6KV,0.24906330662185105
ID_8VPNM3WV,0.2849948849620173
ID_8XT8ANCZ,0.25454665482757066
ID_8ZZCIO7T,0.30520256127395473
ID_9613JFIA,0.22699741464053275
ID_9CSIG2EM,0.23094276301735156
ID_9FR6EK9B,0.19593441400641326
ID_9HJ0X3VM,0.3413305036036679
ID_9I1NK8EE,0.20112250392528708
ID_9KMY3WNL,0.43200975194338864
ID_9M0FR69X,0.1968850957994603
ID_9OIJ5WEY,0.27659297106165953
ID_9PFZMIG7,0.27641019483033535
ID_9WMBERXP,0.4164065852110568
ID_A47UUBMK,0.4253826531477604
ID_AFXNO9WO,0.21326374626391567
ID_ASN6WB9K,0.29427185924719035
ID_AULJ8X4I,0.29924914219190263
ID_AWSZ7YTT,0.2562728233668909
ID_AZJ717V6,0.16296837965811573
ID_B2RP00LQ,0.26569570723988656
ID_B4BEE8U0,0.20920134725924028
ID_B5Z42LK6,0.2279635868136157
ID_B6U74VQR,0.32926089004702497
ID_BJT3L4SM,0.2195657679777358
ID_BOBCILB0,0.20773276691983583
ID_BT7COJJY,0.2040156941489621
ID_BVM08DP3,0.3429367663635454
ID_C32DKSZP,0.18649291161440043
ID_C5A2AD9Z,0.1800793289409451
ID_CBVHC37Y,0.3093715576326568
ID_CC5H3VFL,0.23108287562486723
ID_CLCEQPJJ,0.2943606736028207
ID_CWSQLKJD,0.36410625232109384
ID_CXSY4J6W,0.2064245339562571
ID_D7Y1720B,0.16456463255113857
ID_DBYXRJ5X,0.2375625806738939
ID_DNZA437K,0.22619068831522376
ID_DQ0S3GP5,0.2593355815028031
ID_DQDU79RZ,0.18250343131360386
ID_DRZPK803,0.2093426012136911
ID_E0NYOZG3,0.29493383156895964
ID_E22CQ0C4,0.19687336876387287
ID_E7IZQK5B,0.2076377905806513
ID_ELDFFIIA,0.24558947270231618
ID_EUNDL62H,0.2011189964863632
ID_EUP2BCXV,0.22770014979453074
ID_F5DAG001,0.22578683927532586
ID_F7I1KCZR,0.19775904776902534
ID_FO0Z9FFP,0.2794538837354617
ID_FOQORDT6,0.2840524323170156
ID_FT2XVIRB,0.30984573852224506
ID_FY14WAV1,0.26247755834427217
ID_FZNAYJLH,0.1891721394551184
ID_G8D4HDM6,0.1821959064613751
ID_G91S40RE,0.18942904058477988
ID_G9RPPERY,0.25018574626792217
